date,max possible,archaicity,max found,regression
2009-03-23,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-03-24,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-03-25,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-03-26,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-03-27,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-03-28,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-03-29,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-03-30,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-03-31,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-01,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-02,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-03,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-04,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-05,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-06,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-07,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-08,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-09,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-10,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-11,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-12,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-13,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-14,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-15,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-16,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-17,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-18,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-19,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-20,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-21,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-22,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-23,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-24,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-25,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-26,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-27,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-28,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-29,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-04-30,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-01,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-02,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-03,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-04,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-05,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-06,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-07,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-08,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-09,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-10,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-11,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-12,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-13,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-14,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-15,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-16,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-17,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-18,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-19,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-20,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-21,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-22,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-23,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-24,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-25,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-26,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-27,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-28,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-29,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-30,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-05-31,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-01,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-02,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-03,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-04,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-05,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-06,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-07,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-08,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-09,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-10,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-11,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-12,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-13,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-14,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-15,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-16,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-17,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-18,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-19,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-20,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-21,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-22,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-23,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-24,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-25,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-26,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-27,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-28,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-29,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-06-30,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-01,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-02,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-03,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-04,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-05,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-06,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-07,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-08,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-09,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-10,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-11,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-12,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-13,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-14,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-15,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-16,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-17,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-18,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-19,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-20,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-21,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-22,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-23,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-24,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-25,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-26,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-27,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-28,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-29,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-30,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-07-31,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-01,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-02,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-03,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-04,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-05,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-06,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-07,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-08,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-09,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-10,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-11,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-12,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-13,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-14,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-15,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-16,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-17,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-18,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-19,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-20,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-21,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-22,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-23,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-24,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-25,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-26,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-27,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-28,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-29,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-30,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-08-31,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-01,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-02,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-03,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-04,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-05,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-06,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-07,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-08,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-09,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-10,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-11,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-12,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-13,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-14,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-15,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-16,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-17,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-18,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-19,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-20,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-21,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-22,1.14e-06,1.14e-06,,1.6507425925925926e-06
2009-09-23,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-09-24,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-09-25,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-09-26,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-09-27,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-09-28,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-09-29,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-09-30,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-01,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-02,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-03,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-04,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-05,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-06,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-07,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-08,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-09,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-10,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-11,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-12,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-13,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-14,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-15,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-16,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-17,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-18,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-19,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-20,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-21,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-22,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-23,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-24,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-25,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-26,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-27,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-28,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-29,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-30,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-10-31,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-01,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-02,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-03,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-04,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-05,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-06,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-07,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-08,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-09,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-10,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-11,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-12,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-13,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-14,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-15,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-16,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-17,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-18,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-19,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-20,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-21,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-22,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-23,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-24,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-25,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-26,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-27,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-28,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-29,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-11-30,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-01,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-02,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-03,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-04,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-05,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-06,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-07,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-08,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-09,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-10,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-11,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-12,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-13,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-14,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-15,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-16,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-17,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-18,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-19,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-20,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-21,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-22,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-23,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-24,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-25,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-26,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-27,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-28,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-29,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-30,3.78e-06,1.14e-06,,1.6507425925925926e-06
2009-12-31,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-01,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-02,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-03,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-04,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-05,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-06,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-07,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-08,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-09,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-10,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-11,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-12,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-13,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-14,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-15,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-16,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-17,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-18,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-19,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-20,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-21,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-22,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-23,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-24,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-25,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-26,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-27,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-28,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-29,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-30,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-01-31,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-01,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-02,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-03,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-04,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-05,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-06,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-07,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-08,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-09,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-10,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-11,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-12,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-13,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-14,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-15,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-16,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-17,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-18,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-19,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-20,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-21,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-22,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-23,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-24,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-25,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-26,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-27,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-02-28,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-01,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-02,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-03,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-04,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-05,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-06,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-07,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-08,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-09,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-10,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-11,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-12,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-13,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-14,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-15,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-16,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-17,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-18,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-19,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-20,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-21,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-22,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-23,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-24,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-25,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-26,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-27,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-28,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-29,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-30,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-03-31,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-01,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-02,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-03,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-04,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-05,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-06,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-07,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-08,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-09,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-10,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-11,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-12,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-13,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-14,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-15,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-16,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-17,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-18,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-19,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-20,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-21,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-22,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-23,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-24,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-25,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-26,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-27,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-28,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-29,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-04-30,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-05-01,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-05-02,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-05-03,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-05-04,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-05-05,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-05-06,3.78e-06,1.14e-06,,1.6507425925925926e-06
2010-05-07,3.78e-06,1.14e-06,,1.6507425925925926e-06
